State,Year,Month,Civilian non-institutional population,Civilian labor force,Employed,Unemployed
Michigan,1996,1,"7,327,083","4,816,380","4,580,249","236,131"
Minnesota,1996,1,"3,517,009","2,629,620","2,527,318","102,302"
Mississippi,1996,1,"2,015,438","1,259,098","1,180,253","78,845"
Missouri,1996,1,"4,071,453","2,870,075","2,740,465","129,610"
Montana,1996,1,"662,538","446,667","421,599","25,068"
Nebraska,1996,1,"1,239,794","909,863","884,800","25,063"
Nevada,1996,1,"1,256,570","866,076","820,260","45,816"
New Hampshire,1996,1,"887,988","634,075","610,241","23,834"
New Jersey,1996,1,"6,223,011","4,145,119","3,878,733","266,386"
New Mexico,1996,1,"1,269,493","806,201","748,419","57,782"
New York,1996,1,"14,213,904","8,676,288","8,131,307","544,981"
New York city,1996,1,"5,947,891","3,321,495","3,042,415","279,080"
North Carolina,1996,1,"5,666,557","3,825,650","3,651,343","174,307"
North Dakota,1996,1,"481,255","344,886","334,357","10,529"
Ohio,1996,1,"8,504,845","5,613,163","5,328,691","284,472"
Oklahoma,1996,1,"2,468,782","1,562,824","1,494,385","68,439"
Oregon,1996,1,"2,476,746","1,697,759","1,606,620","91,139"
Pennsylvania,1996,1,"9,395,531","5,933,654","5,583,765","349,889"
Rhode Island,1996,1,"786,643","511,710","482,162","29,548"
South Carolina,1996,1,"2,833,392","1,871,042","1,767,613","103,429"
South Dakota,1996,1,"542,485","390,468","378,085","12,383"
Tennessee,1996,1,"4,116,441","2,740,565","2,600,325","140,240"
Texas,1996,1,"13,952,899","9,640,810","9,056,792","584,018"
Utah,1996,1,"1,431,735","1,025,002","990,481","34,521"
Vermont,1996,1,"450,779","322,675","308,748","13,927"
Virginia,1996,1,"5,020,318","3,405,903","3,251,535","154,368"
Washington,1996,1,"4,158,754","2,835,664","2,652,766","182,898"
West Virginia,1996,1,"1,435,984","790,780","727,892","62,888"
Wisconsin,1996,1,"3,934,251","2,908,624","2,797,296","111,328"
Wyoming,1996,1,"361,568","256,324","243,989","12,335"
Alabama,1996,2,"3,272,354","2,068,764","1,956,785","111,979"
Alaska,1996,2,"419,362","307,912","284,126","23,786"
Arizona,1996,2,"3,421,000","2,260,898","2,137,312","123,586"
Arkansas,1996,2,"1,928,471","1,247,304","1,183,466","63,838"
California,1996,2,"23,357,773","15,294,874","14,118,369","1,176,505"
Los Angeles County,1996,2,"6,682,865","4,295,956","3,928,202","367,754"
Colorado,1996,2,"2,940,335","2,151,994","2,060,381","91,613"
Connecticut,1996,2,"2,555,268","1,729,234","1,636,975","92,259"
Delaware,1996,2,"561,629","386,010","366,533","19,477"
District of Columbia,1996,2,"454,055","292,378","267,145","25,233"
Florida,1996,2,"11,480,286","7,087,634","6,709,463","378,171"
Georgia,1996,2,"5,540,805","3,733,188","3,562,595","170,593"
Hawaii,1996,2,"872,706","591,180","554,172","37,008"
Idaho,1996,2,"871,009","609,197","575,949","33,248"
Illinois,1996,2,"9,076,420","6,208,014","5,877,235","330,779"
Indiana,1996,2,"4,460,987","3,112,289","2,972,623","139,666"
Iowa,1996,2,"2,186,279","1,600,236","1,543,648","56,588"
Kansas,1996,2,"1,932,874","1,347,568","1,291,311","56,257"
Kentucky,1996,2,"2,975,684","1,853,877","1,753,804","100,073"
Louisiana,1996,2,"3,209,576","1,967,104","1,832,952","134,152"
Maine,1996,2,"959,286","650,424","614,832","35,592"
Maryland,1996,2,"3,845,026","2,718,710","2,578,125","140,585"
Massachusetts,1996,2,"4,767,265","3,217,073","3,063,327","153,746"
Michigan,1996,2,"7,332,783","4,826,157","4,588,632","237,525"
Minnesota,1996,2,"3,520,694","2,635,184","2,530,462","104,722"
Mississippi,1996,2,"2,016,540","1,259,715","1,180,826","78,889"
Missouri,1996,2,"4,075,035","2,877,934","2,744,785","133,149"
Montana,1996,2,"663,504","447,346","422,492","24,854"
Nebraska,1996,2,"1,240,038","911,003","885,797","25,206"
Nevada,1996,2,"1,261,495","869,913","824,258","45,655"
New Hampshire,1996,2,"889,083","634,551","610,459","24,092"
New Jersey,1996,2,"6,226,189","4,153,193","3,886,458","266,735"
New Mexico,1996,2,"1,271,705","807,227","748,893","58,334"
New York,1996,2,"14,214,985","8,692,038","8,144,391","547,647"
New York city,1996,2,"5,950,221","3,331,507","3,048,311","283,196"
North Carolina,1996,2,"5,675,044","3,841,096","3,665,637","175,459"
North Dakota,1996,2,"481,327","345,239","334,797","10,442"
Ohio,1996,2,"8,506,774","5,615,771","5,331,806","283,965"
Oklahoma,1996,2,"2,470,970","1,565,542","1,498,087","67,455"
Oregon,1996,2,"2,481,017","1,703,991","1,610,539","93,452"
Pennsylvania,1996,2,"9,397,141","5,940,230","5,593,063","347,167"
Rhode Island,1996,2,"787,131","512,453","483,189","29,264"
South Carolina,1996,2,"2,836,370","1,874,064","1,768,985","105,079"
South Dakota,1996,2,"542,574","390,676","378,161","12,515"
Tennessee,1996,2,"4,121,036","2,745,075","2,604,930","140,145"
Texas,1996,2,"13,971,500","9,649,363","9,070,647","578,716"
Utah,1996,2,"1,436,183","1,027,106","992,261","34,845"
Vermont,1996,2,"451,803","323,128","309,160","13,968"
Virginia,1996,2,"5,025,446","3,401,919","3,249,208","152,711"
Washington,1996,2,"4,163,997","2,845,481","2,662,887","182,594"
West Virginia,1996,2,"1,435,860","791,591","729,264","62,327"
Wisconsin,1996,2,"3,936,706","2,914,305","2,803,734","110,571"
Wyoming,1996,2,"361,589","256,387","244,008","12,379"
Alabama,1996,3,"3,275,156","2,071,436","1,959,534","111,902"
Alaska,1996,3,"419,353","308,436","284,684","23,752"
Arizona,1996,3,"3,429,784","2,265,660","2,140,185","125,475"
Arkansas,1996,3,"1,930,883","1,247,530","1,182,858","64,672"
California,1996,3,"23,370,865","15,312,795","14,145,038","1,167,757"
Los Angeles County,1996,3,"6,682,774","4,299,021","3,930,625","368,396"
Colorado,1996,3,"2,946,313","2,153,925","2,061,146","92,779"
Connecticut,1996,3,"2,555,731","1,731,423","1,638,724","92,699"
Delaware,1996,3,"562,705","386,358","366,864","19,494"
District of Columbia,1996,3,"454,420","290,214","265,087","25,127"
Florida,1996,3,"11,499,641","7,100,222","6,725,047","375,175"
Georgia,1996,3,"5,550,816","3,748,186","3,577,439","170,747"
Hawaii,1996,3,"873,837","592,662","555,318","37,344"
Idaho,1996,3,"873,009","610,438","577,277","33,161"
Illinois,1996,3,"9,080,669","6,218,408","5,884,200","334,208"
Indiana,1996,3,"4,464,554","3,110,346","2,972,648","137,698"
Iowa,1996,3,"2,187,608","1,603,368","1,546,232","57,136"
Kansas,1996,3,"1,933,886","1,349,243","1,291,945","57,298"
Kentucky,1996,3,"2,977,734","1,856,155","1,756,270","99,885"
Louisiana,1996,3,"3,211,597","1,972,464","1,838,321","134,143"
Maine,1996,3,"960,262","652,229","616,765","35,464"
Maryland,1996,3,"3,847,850","2,723,104","2,583,016","140,088"
Massachusetts,1996,3,"4,769,255","3,221,153","3,069,803","151,350"
Michigan,1996,3,"7,338,482","4,838,983","4,599,198","239,785"
Minnesota,1996,3,"3,525,379","2,640,731","2,533,903","106,828"
Mississippi,1996,3,"2,018,642","1,261,243","1,182,359","78,884"
Missouri,1996,3,"4,077,617","2,888,108","2,751,076","137,032"
Montana,1996,3,"664,470","448,133","423,452","24,681"
Nebraska,1996,3,"1,241,282","912,049","886,715","25,334"
Nevada,1996,3,"1,267,421","874,238","828,725","45,513"
New Hampshire,1996,3,"890,179","635,247","610,836","24,411"
New Jersey,1996,3,"6,229,368","4,163,258","3,897,594","265,664"
New Mexico,1996,3,"1,273,918","808,459","749,702","58,757"
New York,1996,3,"14,218,066","8,713,366","8,161,184","552,182"
New York city,1996,3,"5,953,151","3,343,584","3,055,278","288,306"
North Carolina,1996,3,"5,684,531","3,857,675","3,682,202","175,473"
North Dakota,1996,3,"482,399","345,593","335,240","10,353"
Ohio,1996,3,"8,509,703","5,621,900","5,338,191","283,709"
Oklahoma,1996,3,"2,473,159","1,569,139","1,502,807","66,332"
Oregon,1996,3,"2,485,287","1,709,889","1,614,513","95,376"
Pennsylvania,1996,3,"9,398,751","5,949,398","5,606,479","342,919"
Rhode Island,1996,3,"787,620","513,269","484,341","28,928"
South Carolina,1996,3,"2,838,347","1,878,309","1,771,350","106,959"
South Dakota,1996,3,"543,662","390,829","378,226","12,603"
Tennessee,1996,3,"4,127,631","2,751,127","2,610,823","140,304"
Texas,1996,3,"13,991,101","9,661,402","9,088,839","572,563"
Utah,1996,3,"1,439,632","1,029,468","994,351","35,117"
Vermont,1996,3,"451,828","323,481","309,472","14,009"
Virginia,1996,3,"5,030,574","3,402,166","3,250,303","151,863"
Washington,1996,3,"4,170,240","2,856,609","2,674,435","182,174"
West Virginia,1996,3,"1,436,737","792,302","730,911","61,391"
Wisconsin,1996,3,"3,940,162","2,920,496","2,810,834","109,662"
Wyoming,1996,3,"361,611","256,419","243,960","12,459"
Alabama,1996,4,"3,277,958","2,074,463","1,963,195","111,268"
Alaska,1996,4,"419,345","308,960","285,305","23,655"
Arizona,1996,4,"3,439,568","2,271,570","2,144,406","127,164"
Arkansas,1996,4,"1,933,295","1,247,994","1,182,655","65,339"
California,1996,4,"23,385,956","15,336,918","14,181,381","1,155,537"
Los Angeles County,1996,4,"6,683,383","4,304,091","3,937,295","366,796"
Colorado,1996,4,"2,953,290","2,155,459","2,061,625","93,834"
Connecticut,1996,4,"2,556,194","1,733,687","1,640,713","92,974"
Delaware,1996,4,"562,781","386,753","367,330","19,423"
District of Columbia,1996,4,"453,786","288,169","263,122","25,047"
Florida,1996,4,"11,519,997","7,116,787","6,743,715","373,072"
Georgia,1996,4,"5,561,826","3,766,629","3,594,828","171,801"
Hawaii,1996,4,"874,968","593,866","556,372","37,494"
Idaho,1996,4,"874,010","611,772","578,800","32,972"
Illinois,1996,4,"9,085,918","6,231,030","5,893,748","337,282"
Indiana,1996,4,"4,468,121","3,110,301","2,974,803","135,498"
Iowa,1996,4,"2,188,936","1,606,697","1,549,234","57,463"
Kansas,1996,4,"1,935,898","1,351,263","1,293,073","58,190"
Kentucky,1996,4,"2,980,783","1,858,990","1,759,887","99,103"
Louisiana,1996,4,"3,213,618","1,978,192","1,844,600","133,592"
Maine,1996,4,"961,239","654,069","618,777","35,292"
Maryland,1996,4,"3,850,675","2,728,698","2,589,453","139,245"
Massachusetts,1996,4,"4,772,245","3,226,712","3,077,835","148,877"
Michigan,1996,4,"7,345,182","4,853,218","4,611,312","241,906"
Minnesota,1996,4,"3,529,064","2,646,070","2,537,763","108,307"
Mississippi,1996,4,"2,020,744","1,262,951","1,184,540","78,411"
Missouri,1996,4,"4,081,198","2,898,656","2,758,571","140,085"
Montana,1996,4,"665,436","448,879","424,339","24,540"
Nebraska,1996,4,"1,243,525","912,913","887,499","25,414"
Nevada,1996,4,"1,272,347","878,959","833,540","45,419"
New Hampshire,1996,4,"891,275","636,148","611,452","24,696"
New Jersey,1996,4,"6,234,546","4,174,679","3,911,746","262,933"
New Mexico,1996,4,"1,276,130","809,799","750,726","59,073"
New York,1996,4,"14,221,147","8,736,676","8,181,321","555,355"
New York city,1996,4,"5,956,681","3,355,419","3,062,793","292,626"
North Carolina,1996,4,"5,695,018","3,874,107","3,699,980","174,127"
North Dakota,1996,4,"482,471","345,999","335,734","10,265"
Ohio,1996,4,"8,513,633","5,630,367","5,347,209","283,158"
Oklahoma,1996,4,"2,475,348","1,573,234","1,508,220","65,014"
Oregon,1996,4,"2,489,558","1,714,936","1,618,206","96,730"
Pennsylvania,1996,4,"9,402,361","5,959,730","5,622,714","337,016"
Rhode Island,1996,4,"788,108","514,031","485,497","28,534"
South Carolina,1996,4,"2,841,325","1,883,395","1,774,630","108,765"
South Dakota,1996,4,"543,751","390,925","378,300","12,625"
Tennessee,1996,4,"4,134,226","2,757,078","2,617,425","139,653"
Texas,1996,4,"14,012,703","9,675,564","9,110,611","564,953"
Utah,1996,4,"1,444,080","1,031,988","996,755","35,233"
Vermont,1996,4,"451,852","323,711","309,674","14,037"
Virginia,1996,4,"5,036,701","3,406,020","3,254,467","151,553"
Washington,1996,4,"4,175,483","2,867,602","2,686,296","181,306"
West Virginia,1996,4,"1,436,613","792,929","732,734","60,195"
Wisconsin,1996,4,"3,944,617","2,926,573","2,817,937","108,636"
Wyoming,1996,4,"361,632","256,387","243,835","12,552"
Alabama,1996,5,"3,280,760","2,077,461","1,967,795","109,666"
Alaska,1996,5,"420,336","309,455","285,923","23,532"
Arizona,1996,5,"3,448,352","2,278,299","2,149,815","128,484"
Arkansas,1996,5,"1,935,707","1,248,668","1,182,901","65,767"
California,1996,5,"23,400,048","15,364,351","14,225,102","1,139,249"
Los Angeles County,1996,5,"6,683,792","4,310,421","3,947,901","362,520"
Colorado,1996,5,"2,959,268","2,156,234","2,061,758","94,476"
Connecticut,1996,5,"2,556,657","1,735,962","1,642,778","93,184"
Delaware,1996,5,"563,857","387,188","367,783","19,405"
District of Columbia,1996,5,"453,152","286,512","261,583","24,929"
Florida,1996,5,"11,539,352","7,136,131","6,764,935","371,196"
Georgia,1996,5,"5,572,837","3,786,308","3,613,303","173,005"
Hawaii,1996,5,"875,099","594,686","557,303","37,383"
Idaho,1996,5,"876,010","613,262","580,562","32,700"
Illinois,1996,5,"9,091,167","6,243,466","5,904,544","338,922"
Indiana,1996,5,"4,472,689","3,111,383","2,978,378","133,005"
Iowa,1996,5,"2,190,264","1,609,661","1,552,192","57,469"
Kansas,1996,5,"1,936,910","1,353,418","1,294,726","58,692"
Kentucky,1996,5,"2,982,833","1,862,132","1,764,339","97,793"
Louisiana,1996,5,"3,215,640","1,983,765","1,851,108","132,657"
Maine,1996,5,"961,216","655,829","620,808","35,021"
Maryland,1996,5,"3,854,500","2,734,886","2,596,678","138,208"
Massachusetts,1996,5,"4,775,235","3,233,028","3,086,822","146,206"
Michigan,1996,5,"7,351,882","4,867,237","4,624,220","243,017"
Minnesota,1996,5,"3,533,750","2,650,775","2,541,989","108,786"
Mississippi,1996,5,"2,021,846","1,264,266","1,186,896","77,370"
Missouri,1996,5,"4,084,780","2,907,481","2,766,153","141,328"
Montana,1996,5,"666,403","449,455","425,055","24,400"
Nebraska,1996,5,"1,244,769","913,611","888,224","25,387"
Nevada,1996,5,"1,277,272","883,886","838,502","45,384"
New Hampshire,1996,5,"892,371","637,154","612,261","24,893"
New Jersey,1996,5,"6,238,724","4,186,732","3,927,602","259,130"
New Mexico,1996,5,"1,278,342","811,142","751,858","59,284"
New York,1996,5,"14,225,228","8,758,880","8,204,109","554,771"
New York city,1996,5,"5,960,011","3,365,297","3,070,498","294,799"
North Carolina,1996,5,"5,704,505","3,889,227","3,717,541","171,686"
North Dakota,1996,5,"482,543","346,482","336,322","10,160"
Ohio,1996,5,"8,517,562","5,639,401","5,357,440","281,961"
Oklahoma,1996,5,"2,477,537","1,577,254","1,513,726","63,528"
Oregon,1996,5,"2,493,828","1,718,792","1,621,309","97,483"
Pennsylvania,1996,5,"9,404,971","5,969,618","5,639,655","329,963"
Rhode Island,1996,5,"788,596","514,707","486,587","28,120"
South Carolina,1996,5,"2,844,303","1,888,590","1,778,448","110,142"
South Dakota,1996,5,"544,840","391,011","378,434","12,577"
Tennessee,1996,5,"4,139,821","2,761,868","2,623,888","137,980"
Texas,1996,5,"14,033,304","9,690,106","9,134,473","555,633"
Utah,1996,5,"1,447,528","1,034,545","999,400","35,145"
Vermont,1996,5,"452,876","323,822","309,789","14,033"
Virginia,1996,5,"5,042,829","3,412,222","3,260,716","151,506"
Washington,1996,5,"4,181,727","2,877,665","2,697,757","179,908"
West Virginia,1996,5,"1,437,490","793,593","734,587","59,006"
Wisconsin,1996,5,"3,949,073","2,932,006","2,824,582","107,424"
Wyoming,1996,5,"362,654","256,259","243,627","12,632"
Alabama,1996,6,"3,283,563","2,080,809","1,973,242","107,567"
Alaska,1996,6,"420,327","309,891","286,469","23,422"
Arizona,1996,6,"3,458,136","2,285,342","2,155,940","129,402"
Arkansas,1996,6,"1,937,118","1,249,485","1,183,501","65,984"
California,1996,6,"23,416,139","15,394,088","14,273,312","1,120,776"
Los Angeles County,1996,6,"6,684,701","4,317,482","3,961,294","356,188"
Colorado,1996,6,"2,966,245","2,156,090","2,061,578","94,512"
Connecticut,1996,6,"2,558,120","1,738,554","1,644,929","93,625"
Delaware,1996,6,"564,933","387,703","368,152","19,551"
District of Columbia,1996,6,"453,517","285,422","260,709","24,713"
Florida,1996,6,"11,560,707","7,157,364","6,788,180","369,184"
Georgia,1996,6,"5,583,848","3,805,493","3,631,467","174,026"
Hawaii,1996,6,"876,230","595,245","558,100","37,145"
Idaho,1996,6,"878,010","614,969","582,547","32,422"
Illinois,1996,6,"9,097,415","6,253,660","5,915,471","338,189"
Indiana,1996,6,"4,477,256","3,112,535","2,982,603","129,932"
Iowa,1996,6,"2,191,592","1,611,828","1,554,612","57,216"
Kansas,1996,6,"1,938,922","1,355,777","1,296,971","58,806"
Kentucky,1996,6,"2,985,883","1,866,020","1,769,309","96,711"
Louisiana,1996,6,"3,217,661","1,989,102","1,857,459","131,643"
Maine,1996,6,"962,193","657,431","622,811","34,620"
Maryland,1996,6,"3,858,324","2,741,013","2,603,813","137,200"
Massachusetts,1996,6,"4,778,225","3,239,408","3,095,995","143,413"
Michigan,1996,6,"7,359,582","4,879,870","4,637,330","242,540"
Minnesota,1996,6,"3,538,435","2,654,642","2,546,392","108,250"
Mississippi,1996,6,"2,023,947","1,265,027","1,189,012","76,015"
Missouri,1996,6,"4,089,361","2,914,024","2,773,044","140,980"
Montana,1996,6,"667,369","449,844","425,659","24,185"
Nebraska,1996,6,"1,246,013","914,236","888,964","25,272"
Nevada,1996,6,"1,283,198","888,858","843,521","45,337"
New Hampshire,1996,6,"894,466","638,153","613,177","24,976"
New Jersey,1996,6,"6,242,902","4,199,186","3,943,774","255,412"
New Mexico,1996,6,"1,281,554","812,463","753,052","59,411"
New York,1996,6,"14,230,309","8,779,097","8,228,714","550,383"
New York city,1996,6,"5,963,841","3,373,240","3,078,308","294,932"
North Carolina,1996,6,"5,714,993","3,902,681","3,733,876","168,805"
North Dakota,1996,6,"483,615","347,041","337,002","10,039"
Ohio,1996,6,"8,521,491","5,647,563","5,367,315","280,248"
Oklahoma,1996,6,"2,480,726","1,580,870","1,518,695","62,175"
Oregon,1996,6,"2,499,099","1,721,491","1,623,694","97,797"
Pennsylvania,1996,6,"9,408,581","5,978,353","5,655,599","322,754"
Rhode Island,1996,6,"789,084","515,346","487,592","27,754"
South Carolina,1996,6,"2,847,281","1,893,481","1,782,512","110,969"
South Dakota,1996,6,"544,929","391,162","378,696","12,466"
Tennessee,1996,6,"4,146,416","2,766,009","2,629,443","136,566"
Texas,1996,6,"14,054,906","9,705,040","9,159,075","545,965"
Utah,1996,6,"1,451,977","1,037,180","1,002,243","34,937"
Vermont,1996,6,"452,901","323,865","309,873","13,992"
Virginia,1996,6,"5,048,956","3,419,393","3,267,909","151,484"
Washington,1996,6,"4,187,970","2,886,454","2,708,656","177,798"
West Virginia,1996,6,"1,437,366","794,433","736,328","58,105"
Wisconsin,1996,6,"3,952,528","2,936,388","2,830,461","105,927"
Wyoming,1996,6,"362,675","256,074","243,394","12,680"
Alabama,1996,7,"3,286,365","2,084,925","1,979,230","105,695"
Alaska,1996,7,"421,319","310,253","286,902","23,351"
Arizona,1996,7,"3,467,919","2,292,324","2,162,351","129,973"
Arkansas,1996,7,"1,939,530","1,250,283","1,184,186","66,097"
California,1996,7,"23,432,231","15,426,880","14,323,690","1,103,190"
Los Angeles County,1996,7,"6,685,510","4,324,819","3,975,736","349,083"
Colorado,1996,7,"2,972,223","2,155,205","2,061,365","93,840"
Connecticut,1996,7,"2,558,583","1,741,756","1,647,182","94,574"
Delaware,1996,7,"566,009","388,336","368,455","19,881"
District of Columbia,1996,7,"452,883","284,974","260,585","24,389"
Florida,1996,7,"11,581,062","7,180,065","6,813,031","367,034"
Georgia,1996,7,"5,595,859","3,823,414","3,648,382","175,032"
Hawaii,1996,7,"877,362","595,831","558,806","37,025"
Idaho,1996,7,"880,010","616,905","584,704","32,201"
Illinois,1996,7,"9,102,664","6,261,105","5,926,243","334,862"
Indiana,1996,7,"4,480,824","3,112,948","2,986,738","126,210"
Iowa,1996,7,"2,192,920","1,613,086","1,556,242","56,844"
